student_id,university_type,major,gpa,programming_skills,framework_knowledge,system_design,problem_solving,communication,teamwork,learning_ability,leadership,work_experience,internship_count,project_count,certification_count,research_experience,competition_awards,responsibility,adaptability,innovation,overall_market_activity,industry_market_activity,technical_score,soft_skills_score,experience_score,personal_score,market_score,final_score,employment_level,employment_status,salary_range,employment_city,company_size,job_type
11,普通本科,计算机科学与技术,3.7381859976205902,87.02271478315514,81.90407204889392,37.144674356864115,67.59581515023835,62.90442233914845,53.85085248007335,74.29586348443634,71.19175819891173,2.1694959610964237,0,2,0,0,0,80.26307236623353,63.90232799755684,49.669317312899736,82.44627978707226,75.13662799020712,73.5688239143269,65.1463573326543,30.033951533157083,66.17672253963039,78.7914538886397,66.1816785956411,及格,已就业,8-12万,北京,大型企业(500人以上),前端开发工程师
12,普通本科,网络工程,3.496175960554087,89.65972951577203,76.14607949153638,82.1153041435892,91.81097150955236,100.0,85.53804093154257,77.83045314416103,78.39418588839371,2.890633691686075,0,2,1,0,1,94.15055215119648,97.18585952829712,67.020423761795,98.41142769226721,82.8088059663091,84.3118736334428,86.52096069660465,40.6876043002329,86.92210584750623,90.61011682928816,80.36054682625364,良好,已就业,18-25万,成都,小型企业(50-100人),后端开发工程师
13,普通本科,信息管理与信息系统,2.864874989136881,73.05702888416349,56.047262958136415,62.267862564943684,90.95996220874399,69.46330470115855,91.50802512302198,100.0,72.75987791837369,1.6316696277153342,1,3,2,0,2,80.39216792796714,86.4387382754774,70.74437290694226,75.79827200829952,76.92103426115796,67.58655917496945,83.2679732747778,33.580035532584006,79.31180052591274,76.35965313472875,69.42631577159541,及格,待就业,8-12万,成都,小型企业(50-100人),软件开发工程师
14,普通本科,软件工程,3.333703491177732,54.22114365739047,60.85907865106108,89.40611402713999,74.8610125519137,87.314591883034,70.76900487162771,88.32595447338193,44.194735869740455,2.67390745582325,4,7,0,0,1,88.83016977087088,72.2564254466373,83.02271419688432,56.13137033080137,68.25493515956987,65.31350511889389,74.80706457511069,62.086889469879,82.11580980140484,62.193152745185614,67.47234941892363,及格,已就业,8-12万,杭州,大型企业(500人以上),数据分析师
15,专科院校,计算机科学与技术,3.766017493147518,40.52832619305382,74.08409029128458,58.10816876922225,39.984782764096856,78.75187196563535,92.50762469343893,100.0,55.82775109186169,1.6156195323276372,3,3,0,0,4,58.67779205462481,50.99097363877718,81.08104169243195,77.03144289513388,85.89144134801555,54.056669594861035,82.91801798142268,37.38743438793165,63.09272142121266,81.46144212157472,66.45359093178322,及格,已就业,8-12万,深圳,大型企业(500人以上),算法工程师
16,985高校,信息安全,4.0,67.21979126796423,56.51614014791619,54.77603281118882,82.65812789850887,70.57666027945483,92.6582178210886,72.95361101456871,65.99427986075833,3.733372636430456,3,0,0,0,0,85.88352713841422,95.87492737530829,86.91097842828478,74.07319561247736,77.11874038327609,63.063777903649196,75.77481126490244,56.80047163716547,89.18918259644362,75.59596799787673,71.03868613347498,中等,待就业,12-18万,上海,大型企业(500人以上),数据分析师
17,专科院校,软件工程,3.097393512750402,36.294425160523204,50.068073372265374,62.774908883136234,73.3849941028142,57.87413243527574,79.73818490801358,100.0,47.94756549606627,2.464359719675369,0,4,4,0,1,81.50867284943925,75.83896714305234,70.50801986012054,51.19488840264587,73.62519458044865,49.43167326279757,71.88629905679937,45.57231663610443,76.50756524072756,62.41004149154726,59.94479459401187,不及格,已就业,5-8万,上海,大型企业(500人以上),产品经理
18,专科院校,软件工程,3.628941553065715,82.70323537528911,66.41309409847058,72.49980561397764,63.90245260462991,86.53847331018974,88.94508027563992,98.42029327795086,83.3692763614585,5.0,1,3,1,0,0,81.7457567515143,100.0,57.93959611833045,67.32045679856571,72.39672409937064,73.89542876291533,89.47674065374632,72.0,80.08018153610486,69.85859044896819,76.13480060977903,中等,继续深造,12-18万,深圳,大型企业(500人以上),产品经理
19,专科院校,计算机科学与技术,3.7672402600421595,69.25774523362719,55.82937686091388,60.88471172505432,88.11049191870491,39.83456239116909,94.6453965257715,83.46377618353986,64.70174644956168,1.7576736475883439,2,5,0,1,0,96.43397207862301,76.01882589191955,75.02314020198708,82.34882107211216,82.87217743568146,65.4399026886064,69.41801118459091,39.092083771060125,83.8861786596212,82.61049925389682,69.27915811685996,及格,已就业,8-12万,广州,中型企业(100-500人),后端开发工程师
20,普通本科,软件工程,2.7937975005051183,55.29937700287135,76.17336875880464,73.58769931438285,79.23167030212771,88.06016212461272,87.87569710804462,94.13409821677365,53.19648386906614,3.035736248232218,3,6,1,0,2,56.22397028329515,96.78148984102071,51.11171862617823,85.34113332853835,77.41984926344165,67.61246832187928,82.55979424240162,62.42883497878662,66.85755065347774,81.38049129599,73.87930362991291,中等,待就业,12-18万,深圳,大型企业(500人以上),数据分析师
21,211高校,信息安全,4.0,76.96311179922938,89.48046100475376,59.19311142410673,99.42323564178832,77.26928306730689,45.695227617023114,100.0,52.25903222378747,4.194563410324106,2,3,1,0,0,72.95411047698538,53.58896203722461,77.98821493189999,85.51354387194357,74.32226302572363,79.41032887011806,70.05639826920535,66.33476092388928,68.65479728153153,79.9179034488336,74.65492677275721,中等,已就业,12-18万,北京,中型企业(100-500人),前端开发工程师
22,985高校,人工智能,2.667407657958277,63.920517095372944,100.0,65.52338327016655,48.91541749077949,84.27865143635353,42.19477288494465,68.37967956724299,49.57246244236512,3.3043311875104164,1,3,1,1,1,48.994550203075434,54.83020223681211,76.55627036808201,91.30845221408231,68.56402432895986,73.56442524126044,62.84170103242599,51.651974250125,59.01376186269841,79.93623827152109,68.58949032204522,及格,已就业,8-12万,武汉,大型企业(500人以上),前端开发工程师
23,211高校,软件工程,3.6044927575164882,81.76164380476153,75.07100368209476,98.54829423567057,50.08854539148025,75.11644525181133,95.99093749003663,77.11399533345214,70.58764081537824,2.710662291015408,2,3,1,0,0,76.05933170390252,68.96084647457806,89.19457173145443,72.11313732389057,74.30162731077705,79.94447201281517,79.92869494449124,48.5279474921849,77.87035814337075,73.20738231733381,73.000299625467,中等,已就业,12-18万,上海,小型企业(50-100人),数据分析师
24,专科院校,人工智能,3.352659889773533,85.61439494733756,79.68958244229306,70.35900295298833,52.61530823901312,56.484838056120125,69.673735846228,92.86050897216808,72.37209034978716,3.004085336577448,3,4,0,1,0,96.47270815492114,42.49102114199537,85.22635713400847,65.23760324303561,82.28426088232857,77.48596412612191,72.05343069139249,56.04902403892937,76.90429674476961,73.76093206268209,72.00824006892996,中等,待就业,12-18万,成都,中型企业(100-500人),算法工程师
25,专科院校,信息安全,3.22778777999908,64.47248755517337,61.010239850588086,71.56244340388963,65.72467733963134,81.02320087411745,72.5606292074632,85.30372399546481,50.04192800135639,3.2612953854173994,0,1,0,0,0,94.84799150685198,79.73068744908504,78.80198128577986,59.43366341722427,85.77591728704792,64.97702339198683,73.78143416323852,41.13554462500879,85.49899722320026,72.60479035213609,67.50221120235659,及格,已就业,8-12万,上海,中型企业(100-500人),软件开发工程师
26,211高校,计算机科学与技术,4.0,71.4407822836451,61.939348386676826,42.91145019216533,93.82258382194615,87.73349873301657,100.0,91.16933506788958,82.0390097255599,2.9468008811655007,1,4,0,1,1,76.70988748425093,63.59424880199874,44.827269052300366,74.96145794312733,88.86755592810317,65.12266585008877,90.52018533198935,47.361610573986006,63.2104103499901,81.91450693561525,72.38433823070154,中等,已就业,12-18万,北京,中型企业(100-500人),产品经理
27,211高校,信息管理与信息系统,3.0493723823365997,78.22343630757331,89.26084369811409,85.314312850175,60.64611211969343,67.81276778542889,68.99480173549209,95.32232286967746,54.19569681563335,2.477949222052518,3,4,0,0,0,83.1246980663208,86.26608356033574,64.1670920644279,69.01810366181039,73.37411360357578,81.1951014144679,72.26225085004774,49.735390664630216,78.37983191395742,71.19610863269308,71.40834990452473,中等,已就业,12-18万,杭州,初创公司(50人以下),数据分析师
28,211高校,软件工程,3.0413272036356958,53.89436679686362,65.85508299779833,80.99697627984901,60.96693729162649,84.86088071872574,77.92303564053296,92.47933456214501,48.04632714432394,3.6057202134389064,1,5,0,0,1,74.52411761150542,45.961604623457575,80.30252294454924,66.36970414117222,65.36730207901181,63.6103606032174,77.66812219515201,57.26864256126688,67.68888531500421,65.868503110092,66.55595043855281,及格,继续深造,8-12万,武汉,中型企业(100-500人),前端开发工程师
29,专科院校,信息管理与信息系统,3.865739403698898,78.22211284315524,71.09421067908674,54.283263360623025,76.25937900271933,79.44827450003588,80.18702656679586,81.20746475901501,67.15859434659203,2.372875427438944,1,2,1,1,2,80.67566982526382,92.28412476629406,92.84304621714881,58.49187678052354,85.40603578866997,71.09969891338466,77.61482405078188,38.47450512926733,87.8084192251384,71.94895628459676,69.4345941157855,及格,已就业,8-12万,上海,中型企业(100-500人),软件开发工程师
30,专科院校,信息安全,3.5809018890433917,53.53472027880906,88.34463505192502,80.70088901557605,82.64733171691756,81.75828225316198,76.80565158388144,82.24070052345316,42.00583387146692,1.0228815469388954,2,2,2,0,1,96.67809107369058,76.28338995933662,81.05792578797687,71.15543753160375,81.45390001434765,72.32218960190811,72.69023947707562,28.274578563266743,85.87363115367027,76.3046687729757,68.3385458276419,及格,已就业,8-12万,深圳,中型企业(100-500人),数据分析师
31,985高校,软件工程,3.8410494604792773,83.48575469329305,65.97059242170116,69.94701841010031,36.44812608528007,62.10697952600741,100.0,100.0,39.52339837942466,5.0,2,2,2,0,0,100.0,88.63516833436466,50.7998440342839,66.74685366614086,66.45503727303564,70.81969589437564,76.53677353368715,76.0,81.83050371059457,66.60094546958825,72.57561269226727,中等,继续深造,12-18万,南京,初创公司(50人以下),算法工程师
32,985高校,人工智能,3.258434691170557,68.472545060577,92.50630656532223,65.69623847909857,85.59572314282876,94.23244043923464,74.38095165155158,86.29303533567325,45.70134717445211,3.8161856680970407,3,4,0,0,2,90.78473106283283,72.41848065130557,95.8718724898194,67.77354713349656,87.08951402015637,76.83973000393007,77.57849831346702,65.79422801716449,86.80099836747063,77.43153057682647,76.5043253760456,中等,已就业,12-18万,上海,中型企业(100-500人),测试工程师
33,专科院校,网络工程,3.3584713085060818,53.451858989336486,78.59544004077108,84.36433469412499,60.171755410975436,79.44046462684052,90.79025966495361,100.0,48.22113846431533,1.1327184023259382,7,1,1,1,3,79.00128647914164,49.99973934276024,72.1562067734117,92.46238291707868,51.73728260260736,67.84941808788847,81.17393199715363,45.59262082791126,68.24729842650824,72.09983275984303,68.49071371619327,及格,已就业,8-12万,上海,小型企业(50-100人),软件开发工程师
34,211高校,信息管理与信息系统,4.0,66.30039601288763,76.83097256467322,57.31552140393905,68.46362929059809,87.47564637527306,81.05390880271048,100.0,71.24250151366627,2.1334221452561004,1,4,2,0,2,100.0,94.81663346657463,78.53872172116688,74.74851975599074,70.18186399837539,67.87891738440464,85.75467141599279,41.60106574307321,92.00660655632245,72.46519187718306,71.30104170954786,中等,已就业,12-18万,上海,大型企业(500人以上),后端开发工程师
35,211高校,软件工程,2.7820229602096522,66.93488128209836,60.277162793989845,54.16467416480224,91.27396199106306,69.17775130741455,94.50398514356282,73.28576737401163,40.556509456031435,1.6454325240191288,5,0,0,1,1,88.7997688874169,86.23490989732973,79.81298095763457,73.38924972185345,96.21465379808437,64.81743238310304,70.81206541282425,39.745190288229544,85.33427481145605,84.80195175996892,70.30256273071133,中等,已就业,12-18万,深圳,小型企业(50-100人),运维工程师
36,985高校,信息管理与信息系统,3.14856147795417,91.02781325080417,77.63688992575157,68.11344980505508,66.7533460105829,89.73436227572176,59.42076091573283,96.03264869073715,65.53179439436109,1.7528217589677229,2,7,0,1,0,75.99737744026143,89.3976891877339,61.164360541820955,83.0673371068764,100.0,80.00021684011645,78.89001996320624,43.03386110761267,75.56756589497104,91.53366855343819,77.24999452434082,中等,继续深造,12-18万,深圳,中型企业(100-500人),测试工程师
37,专科院校,软件工程,3.5991270357127227,77.59957048928692,63.5643107820063,72.92343221806446,47.02194219721138,68.67086571468823,46.196560118561386,68.79682295915052,72.62309829435989,3.800665603034372,2,2,0,0,4,77.97523084726102,76.88243473679599,58.40163374437026,70.12600684836971,89.07567247648066,69.3960020936507,63.87422514270642,57.60798723641247,71.77531288325429,79.60083966242519,69.8228268244688,及格,已就业,8-12万,深圳,大型企业(500人以上),后端开发工程师
38,985高校,计算机科学与技术,3.1020695899560815,60.65583813652301,77.04113284293557,79.49473830040753,47.89142048603582,61.6236563221338,80.44623480209407,100.0,81.67033076643999,2.0025640806837184,1,6,1,0,2,73.62061416526417,100.0,74.6299738330866,79.83462262149118,76.68174238250158,68.06276481617496,79.93272175045166,42.03076896820462,81.83723781603165,78.25818250199637,70.96802943156685,中等,已就业,12-18万,南京,中型企业(100-500人),数据分析师
39,985高校,人工智能,2.9149270603584823,99.73599430800729,68.47262401359356,62.735705723800926,69.5633217830596,100.0,67.2882452449895,87.82838205132306,52.62204313736752,5.0,3,0,1,0,3,91.12406760683935,100.0,58.6208999003334,81.81426597704449,83.58222058822729,79.93965825034714,79.30356545155165,74.0,84.03589701283576,82.69824328263589,80.15869033897147,良好,已就业,18-25万,北京,中型企业(100-500人),测试工程师
40,普通本科,信息管理与信息系统,3.5092422563932613,84.39735602265837,84.50214356476178,52.253433251140265,64.9845289725287,39.410017179876455,100.0,87.10025366312972,53.810176187918586,0.0,0,2,0,0,0,84.73627358929875,95.64496199556272,62.61531559756264,65.24301011412837,59.681751134254384,76.0587250259728,69.36010380732908,4.0,81.37259271365711,62.462380624191375,60.36267547658214,及格,已就业,8-12万,北京,大型企业(500人以上),软件开发工程师
41,普通本科,网络工程,3.8679028332457475,69.95516447130507,69.52343240804868,100.0,70.89209761254301,100.0,78.75401619225099,72.02313459513412,90.54672874444049,2.4554793635635,4,5,1,0,2,83.24175243916916,53.78173582009765,65.99348601980614,72.47359374448519,75.59310054958802,75.92830527219093,85.80363344573438,57.465752362762004,69.22926752763881,74.03334714703661,73.89559675848378,中等,已就业,12-18万,北京,中型企业(100-500人),运维工程师
42,普通本科,网络工程,3.1295828185970715,51.69248721457467,100.0,48.70108158441556,63.98083028455544,85.52610298775485,83.29661495217226,75.89813764931066,80.29723262200997,0.5027606102913653,4,3,0,0,0,71.31662812025712,78.80211425275142,43.445963064215626,60.33645288054453,63.83621064475199,66.81529423116852,81.51596557109919,28.033127323496384,65.20107444319297,62.08633176264826,62.3579927436502,及格,已就业,8-12万,杭州,小型企业(50-100人),运维工程师
43,211高校,信息安全,3.1157051895946255,68.6310963077971,65.86679532406411,65.82677184934293,88.62140275427308,70.2778665242489,75.38952553142336,88.39284847834192,55.88079032955069,2.9912092783773683,2,2,0,0,1,100.0,64.97292388788392,80.97011222638298,63.92308367760829,91.10891891232507,69.23997176563397,73.20511152562614,47.894511340528425,83.78291083428006,77.51600129496669,70.768283419531,中等,已就业,12-18万,北京,大型企业(500人以上),运维工程师
44,专科院校,软件工程,2.8761559871582847,71.69230373013494,61.98137856964735,76.69558286821417,70.37150859722604,79.89113770262009,70.22989100966805,86.3648814285056,77.20003595563173,3.171130012308531,1,3,0,0,1,77.94291617556196,54.76563231235842,88.99464719450383,67.62727275123905,87.81465791093004,69.64760249631362,78.55604161145578,48.05356014770236,74.30525032228346,77.72096533108454,71.07795760007862,中等,继续深造,12-18万,上海,小型企业(50-100人),运维工程师
45,专科院校,信息管理与信息系统,3.052011578297133,80.53548497175383,75.19170680201881,82.26683922556754,43.555335144609415,85.53497185844277,80.86260109117714,79.22324850757764,63.71208408679383,3.848537841921183,0,2,1,0,1,97.31119356235942,73.17151115049597,79.14528976999554,78.48218604216376,86.18928785433573,75.58060738888163,78.4243707745803,52.1824541030542,84.61951770109123,82.33573694824975,75.57006697217864,中等,继续深造,12-18万,成都,大型企业(500人以上),前端开发工程师
46,专科院校,信息安全,3.741803039915093,84.10884764489484,86.1680658374121,56.492597318784235,82.24799487795111,70.01324732606471,95.22088160960594,98.1750856838587,60.244685090131625,0.6594963039331816,1,4,1,1,0,64.98138239397416,92.2830271323045,40.90271919625923,64.24201239211054,88.00295939264987,79.01727776073352,81.4019030392119,21.91395564719818,65.94827685615878,76.12248589238021,68.75336684843543,及格,已就业,8-12万,北京,中型企业(100-500人),软件开发工程师
47,专科院校,信息管理与信息系统,3.2405314353468286,87.09873143116103,86.0514772724091,36.876234583884454,98.59406416240267,100.0,75.31119700802567,84.96308205151047,97.24879427918137,3.1470825533849762,0,2,2,1,0,88.06343014446902,68.50758459292685,76.9002417295199,76.30252852057085,74.52534151646472,77.88958908720431,89.51832862072031,45.764990640619715,78.84771995452164,75.41393501851778,74.7497640930456,中等,已就业,12-18万,深圳,大型企业(500人以上),前端开发工程师
48,普通本科,软件工程,2.797504669534856,50.82798853742179,72.50172166603745,56.146022398059934,72.32396471782293,97.13346729225006,74.2576154088459,69.84004511679215,76.12196292425105,1.1897977155037944,1,3,0,0,1,70.63837529782234,66.34225029871968,87.49964081062052,72.14603788860138,79.60650664171199,60.54331286617424,80.38884790393473,24.277572586045537,74.40791745193098,75.87627226515669,65.05890710997744,及格,已就业,8-12万,深圳,大型企业(500人以上),前端开发工程师
49,211高校,网络工程,3.3311811901618316,78.12757231744864,75.08633741207177,77.91983765320828,73.48825545160487,100.0,92.07225267438989,95.80571973655893,88.30214597624067,2.643696409115475,2,2,0,1,2,88.18270127200232,70.43390939325296,63.91904232776035,72.01995704343501,73.21736077449262,76.70972322640313,94.62992229798533,43.724356909385705,75.57896602510493,72.61865890896382,74.00556307780535,中等,已就业,12-18万,北京,小型企业(50-100人),前端开发工程师
50,211高校,计算机科学与技术,3.7255970054930208,72.60576262127682,75.10807086058635,74.56244722242857,58.30172481905937,56.67838070555086,54.730049778884364,67.61085727797246,44.06704755657106,1.8370933916915937,6,2,1,1,1,67.95527511633807,100.0,75.41391005344398,82.51497550631572,80.37343173702008,72.31738823307829,56.40215048719367,52.04512070029913,79.80628306256843,81.4442036216679,69.58043465351038,及格,已就业,8-12万,北京,中型企业(100-500人),算法工程师
51,普通本科,网络工程,2.919057168226286,100.0,53.83190779557812,75.05183538332113,66.36323890814353,78.22957630529702,97.82708499529926,56.148441388121185,86.96420570615709,0.6031851607280942,3,6,1,0,1,62.337161230644256,82.90020478922048,79.20724247078621,91.9822586388369,79.03481317907097,77.79626330615201,79.35559562867563,33.23822192873714,73.56709867025971,85.50853590895393,73.31518888129585,中等,继续深造,12-18万,西安,小型企业(50-100人),测试工程师
52,211高校,信息安全,2.5356973902022184,75.97041658644557,85.36110162649145,75.67496129111561,77.54305014239876,54.194814242505146,67.90469333462224,86.44235184979442,57.654694658520725,3.583436091737724,1,4,1,0,0,65.64014745779147,64.38679079273274,58.239926481003025,58.730354213892426,83.68894063556945,78.88579439498865,66.37614450055985,57.00123310085269,63.04407416523732,71.20964742473095,69.21416410793005,及格,继续深造,8-12万,西安,大型企业(500人以上),软件开发工程师
53,普通本科,人工智能,4.0,65.66020202307942,51.132153518189995,85.10126349020763,86.97685098968387,58.627914925490785,94.16841718267432,69.53969996752895,57.461118416904235,2.112143548686214,6,1,0,1,1,56.385472376041974,100.0,57.722291612920465,80.37460546453734,69.04914758091417,67.32166466169869,70.0076274485789,51.34572258423457,69.87087643429292,74.71187652272576,67.93445064302266,及格,继续深造,8-12万,成都,小型企业(50-100人),后端开发工程师
54,专科院校,计算机科学与技术,2.5107353249783766,76.65553285075373,53.86001986322812,53.361673320578134,76.69000418395608,70.1059879909818,84.40768055917393,87.67168079270316,65.84746989868933,3.786399301764815,2,5,2,1,5,69.18161062563007,76.98503784326846,40.857997004518225,94.9388567689279,80.10852698242397,65.16155418178117,77.22113071500168,67.43679162117778,63.02555470458804,87.52369187567594,74.40979646478388,中等,已就业,12-18万,上海,大型企业(500人以上),前端开发工程师
55,普通本科,信息安全,3.0204887180721074,74.87147567983851,70.82540626782198,47.03153006408594,97.27061317808462,70.37732249014921,48.74088777602357,97.24537152661415,67.68554135918775,3.893522087291524,2,2,0,1,1,92.1118278074487,62.42475743211546,62.15765078329383,84.65068356094176,79.97105303492329,70.32957948290766,71.14686984454174,58.72226504749829,74.21945358760227,82.31086829793253,72.73531444489998,中等,已就业,12-18万,深圳,大型企业(500人以上),产品经理
56,专科院校,软件工程,3.316064255929335,45.164410392734766,65.20210398781688,70.55720367895634,71.47705471076628,80.54855550321508,80.17809027066482,99.76755708360145,75.82657540411981,4.466994462273872,1,1,3,0,2,68.63634719915554,67.67569641819907,57.24799883823047,80.9534846383158,81.84013300056232,58.88554156030686,84.31629357035506,65.60393354728647,64.93164745659108,81.39680881943906,72.33744152773153,中等,已就业,12-18万,南京,小型企业(50-100人),前端开发工程师
57,专科院校,计算机科学与技术,3.0637861493778544,81.12456695126755,81.94236099063174,49.272129656477155,53.174567447222046,73.34012824364592,99.71422368630729,92.46472292974342,73.25233720145984,1.7397960234654828,1,1,1,0,0,70.3322887194207,62.742972422530755,66.49569528008055,56.88635412506055,70.71739365927887,72.2044177537142,84.69724256739843,28.877552281585793,66.90451579855167,63.80187389216971,65.15319954165219,及格,继续深造,8-12万,广州,初创公司(50人以下),软件开发工程师
58,985高校,信息安全,3.1625445776724908,70.34162863982127,76.71029009005271,46.08626975772492,53.60416913816833,86.99961843765264,75.44671767959498,65.10905130649721,50.20158599127374,1.1066323953797363,1,1,1,0,1,84.93737166224912,73.05081805225355,84.1283674954795,87.38866739982028,73.90002706323867,65.72740934830613,71.27914497607358,21.279588744556833,81.12870432921956,80.64434723152948,66.18579424635557,及格,已就业,8-12万,成都,小型企业(50-100人),前端开发工程师
59,普通本科,软件工程,3.488419083937297,74.59963177259222,72.07302080606038,83.35939864860704,88.51617597816553,79.78357562629823,76.8236636322352,74.19771925618777,45.05279252551217,4.300998161215042,5,0,0,0,2,51.38701477612591,74.05939578437345,82.30411140506489,91.5864682406103,71.71789969738485,76.98525627839297,70.70097691509766,71.6119779345805,67.46385806728186,81.65218396899758,75.3703471402323,中等,已就业,12-18万,上海,大型企业(500人以上),前端开发工程师
60,985高校,网络工程,2.0041391711436036,61.89647199164163,53.11699006041924,68.7553972561372,85.10652961931648,99.71299723340275,68.48884757711399,85.08123174827996,57.13079616445332,2.6542288616756022,0,3,2,0,1,90.18933317067717,77.99420718680032,52.905759576109716,81.5638935157841,99.49335483894933,62.955418227941514,79.73257823425998,41.850746340107236,75.34572329714388,90.52862417736671,72.65614173777786,中等,已就业,12-18万,广州,大型企业(500人以上),产品经理
61,普通本科,人工智能,2.5665527642380743,58.59128654681646,70.39840157295103,65.4273972356763,45.33093897479673,87.43205340190178,97.93266745207323,85.22619509094095,59.798700191085224,4.523293796705433,1,4,2,0,1,78.97601006472993,67.00529851540801,65.540925197568,84.30495038573801,91.95300822670858,62.17460843522683,83.97907169454113,70.2795255604652,71.35427113978477,88.1289793062233,76.45551618763018,中等,已就业,12-18万,深圳,小型企业(50-100人),后端开发工程师
